date,medium_term_trend,rsi_deep_value,turn_of_month
2018-05-30,0.0009965948562495885,0.0011959138274995063,0.0003986379424998354
2018-05-31,0.009558186892049403,0.011469824270459283,0.0036566080901530946
2018-06-01,-0.0023291524908067296,-0.0027949829889680755,-0.0027949829889680755
2018-06-04,-0.0014116824449607788,-0.0016940189339529343,-0.0016940189339529343
2018-06-05,0.0017735591789301102,0.002128271014716132,0.002128271014716132
2018-06-06,0.005907033359888366,0.007088440031866039,0.0069217733651993725
2018-06-07,0.003223434849280079,0.0038681218191360944,0.0012893739397120314
2018-06-08,-0.006484762354756942,-0.00778171482570833,-0.0025939049419027764
2018-06-11,0.001138096960151732,0.001365716352182078,0.0004552387840606927
2018-06-12,0.0002664108004653739,0.00031969296055844865,0.00010656432018614954
2018-06-13,-0.0021726041970946317,-0.002607125036513558,-0.0008690416788378526
2018-06-14,-0.0033511877533065615,-0.004021425303967874,-0.0013404751013226246
2018-06-15,0.009723599963926782,0.011668319956712137,0.003889439985570712
2018-06-18,-0.001964116204805818,-0.0023569394457669812,-0.000785646481922327
2018-06-19,-0.004412714858032102,-0.005295257829638522,-0.0017650859432128407
2018-06-20,0.0036124308394141122,0.0043349170072969345,0.0014449723357656448
2018-06-21,0.0008542489546487879,0.0010250987455785454,0.0003416995818595151
2018-06-22,-0.0002647409681780696,-0.00031768916181368345,-0.00010589638727122781
2018-06-25,0.004400964622129818,0.005281157546555781,0.001760385848851927
2018-06-26,0.002801933309074985,0.003362319970889982,0.001120773323629994
2018-06-27,0.0021130356966227635,0.002535642835947316,0.0008452142786491053
2018-06-28,0.005403321037630027,0.006483985245156032,0.0021613284150520107
2018-06-29,0.0016855976155289814,0.0020227171386347775,0.0005075723795449258
2018-07-02,-0.003183602524652237,-0.003820323029582684,-0.003820323029582684
2018-07-03,-0.0018125747533966063,-0.0021750897040759276,-0.0021750897040759276
2018-07-04,-0.0026675247039753087,-0.00320102964477037,-0.00320102964477037
2018-07-05,0.0012838015311193256,0.0015405618373431906,0.001373895170676524
2018-07-06,-0.005654532326271842,-0.00678543879152621,-0.0022618129305087367
2018-07-09,-0.00966592648839813,-0.011599111786077754,-0.003866370595359251
2018-07-10,0.0006238056695787031,0.0007485668034944437,0.00024952226783148124
2018-07-11,-0.007283610304208136,-0.008440332365049763,-0.002813444121683254
2018-07-12,0.002059597334810851,-0.012357584008865108,-0.004119194669621702
2018-07-13,-0.00043473840549470194,0.0026084304329682118,0.0008694768109894039
2018-07-16,0.0007378549716548314,-0.0044271298299289885,-0.0014757099433096628
2018-07-17,-0.0005685667052069965,0.003411400231241979,0.001137133410413993
2018-07-18,0.0005441405924666576,-0.0032648435547999455,-0.0010882811849333152
2018-07-19,0.0011778887714068154,-0.007067332628440892,-0.0023557775428136307
2018-07-20,0.001307609650893123,-0.007845657905358738,-0.002615219301786246
2018-07-23,0.0005269977393921691,-0.003161986436353015,-0.0010539954787843382
2018-07-24,0.00026657076882327657,-0.0015994246129396594,-0.0005331415376465531
2018-07-25,0.0008584627375558077,-0.0051507764253348465,-0.0017169254751116154
2018-07-26,0.000274912444663609,-0.001649474667981654,-0.000549824889327218
2018-07-27,0.0016190102740669212,-0.009714061644401528,-0.0032380205481338424
2018-07-30,-4.4875102037063755e-05,0.00026925061222238256,8.975020407412751e-05
2018-07-31,0.0018921408191630942,-0.011352844914978566,-0.003950948304992855
2018-08-01,0.00018064825717789557,-0.0010838895430673734,-0.0010838895430673734
2018-08-02,-0.0007882735243168366,0.00472964114590102,0.00472964114590102
2018-08-03,-0.0012209583880525656,0.007325750328315395,0.007325750328315395
2018-08-06,-0.0019079252593064051,0.011447551555838431,0.011280884889171764
2018-08-07,0.001640450080357227,-0.009842700482143363,-0.003280900160714454
2018-08-08,-0.0008554802233914175,0.005132881340348505,0.001710960446782835
2018-08-09,-0.0013467387675662097,0.008080432605397259,0.0026934775351324194
2018-08-10,-0.0010986154446347058,0.0065916926678082355,0.0021972308892694117
2018-08-13,0.0009718889372604307,-0.0058313336235625846,-0.0019437778745208614
2018-08-14,-0.00047663782663063625,0.0028598269597838177,0.0009532756532612725
2018-08-15,-0.0023195064465142503,0.012417038679085501,0.0041390128930285
2018-08-16,-0.008138763594782744,-0.009466516313739293,-0.0031555054379130976
2018-08-17,-0.0005469865238408496,0.003281919143045098,0.0010939730476816991
2018-08-20,-0.0014933320359347595,0.007459992215608557,0.002486664071869519
2018-08-21,-0.0038616243626446722,-0.004333949235173606,-0.0014446497450578688
2018-08-22,-0.0009133440530386763,0.003980064318232057,0.0013266881060773523
2018-08-23,-0.005866634840641724,-0.0067399618087700675,-0.002246653936256689
2018-08-24,0.0008463982943914908,-0.005078389766348945,-0.0016927965887829817
2018-08-27,0.0008516221626845103,-0.005109732976107062,-0.0017032443253690206
2018-08-28,-0.00023783876631879491,0.0014270325979127696,0.00047567753263758983
2018-08-29,6.93674844164105e-05,-0.000416204906498463,-0.000138734968832821
2018-08-30,-0.001069597532250425,0.006417585193502551,0.00213919506450085
2018-08-31,0.0009836179274104369,-0.005901707564462622,-0.0021339025214875402
2018-09-03,0.0001129719756518636,-0.0006778318539111816,-0.0006778318539111816
2018-09-04,-0.0010772360330700095,0.006463416198420058,0.006463416198420058
2018-09-05,-0.0006391136080799997,0.0038346816484799984,0.0038346816484799984
2018-09-06,0.0013940691747579095,-0.008364415048547458,-0.008531081715214125
2018-09-07,-0.0007531873680585905,0.004519124208351544,0.001506374736117181
2018-09-10,0.0004876867475045177,-0.002926120485027106,-0.0009753734950090354
2018-09-11,-0.00044786796887402724,0.0026872078132441635,0.0008957359377480545
2018-09-12,-0.0003556605971158181,0.002133963582694909,0.0007113211942316362
2018-09-13,-0.0016110913056211573,0.008166547833726945,0.0027221826112423146
2018-09-14,0.000777924971656722,0.0009335099659880663,0.00031116998866268875
2018-09-17,-0.010029032051370578,-0.011734838461644692,-0.00391161282054823
2018-09-18,0.0014422221140907112,-0.008653332684544268,-0.0028844442281814224
2018-09-19,-0.0008253106256305524,0.004951863753783314,0.0016506212512611047
2018-09-20,0.00025029937461521856,-0.0015017962476913116,-0.0005005987492304371
2018-09-21,-0.0012715812541355676,0.007629487524813405,0.002543162508271135
2018-09-24,-0.0005760281603545597,0.001956168962127358,0.0006520563207091193
2018-09-25,-0.004143302596812652,-0.004671963116175182,-0.0015573210387250605
2018-09-26,-0.0014604813608515563,0.007262888165109338,0.0024209627217031127
2018-09-27,-0.004456196300125578,-0.005047435560150693,-0.0016824785200502308
2018-09-28,0.0021658782315881935,-0.012995269389529163,-0.0044984231298430535
2018-10-01,-0.0022960058042658473,0.013776034825595085,0.013776034825595085
2018-10-02,0.0020160245721747754,-0.012096147433048654,-0.012096147433048654
2018-10-03,-0.0007217212919986374,0.004330327751991825,0.004330327751991825
2018-10-04,-0.0010528515671446304,0.006317109402867782,0.006150442736201116
2018-10-05,-0.00018870134556660717,0.0011322080733996431,0.00037740269113321434
2018-10-08,0.0017753295290052207,-0.010651977174031324,-0.0035506590580104413
2018-10-09,-0.0011364454920363605,0.006818672952218163,0.002272890984072721
2018-10-10,0.0015185002360103652,-0.009111001416062192,-0.0030370004720207304
2018-10-11,0.0014142920735800424,-0.008485752441480254,-0.0028285841471600848
2018-10-12,0.0003618527658332445,-0.002171116594999467,-0.000723705531666489
2018-10-15,-0.0008880787046125308,0.005328472227675185,0.0017761574092250616
2018-10-16,-0.00035504426168013004,0.0021302655700807804,0.0007100885233602601
2018-10-17,-0.0009124582885557582,0.0054747497313345495,0.0018249165771115163
2018-10-18,0.000450226859297557,-0.0027013611557853423,-0.000900453718595114
2018-10-19,0.00015721673769706715,-0.000943300426182403,-0.0003144334753941343
2018-10-22,0.0011940937474695008,-0.007164562484817005,-0.0023881874949390016
2018-10-23,0.00031351301520535224,-0.0018810780912321134,-0.0006270260304107045
2018-10-24,-0.000674436717257217,0.004046620303543302,0.001348873434514434
2018-10-25,0.00029512323502448956,-0.0017707394101469376,-0.0005902464700489791
2018-10-26,-0.000546028960738687,0.003276173764432122,0.001092057921477374
2018-10-29,0.0005897834720054266,-0.0035387008320325597,-0.0011795669440108532
2018-10-30,0.0006103447937095459,-0.0036620687622572756,-0.0012206895874190917
2018-10-31,-7.163013816852137e-05,0.00042978082901112824,-2.340639032962394e-05
2018-11-01,0.00018175646022717631,-0.001090538761363058,-0.001090538761363058
2018-11-02,-0.0006736253892777136,0.004041752335666282,0.004041752335666282
2018-11-05,-0.00022261123451535375,0.0013356674070921226,0.0013356674070921226
2018-11-06,-0.0019867040388347615,0.01162022423300857,0.011586890899675236
2018-11-07,-0.0010417906644286101,-0.0012501487973143321,-0.00041671626577144405
2018-11-08,-0.001333706766672928,-0.0013004481200075135,-0.00043348270666917116
2018-11-09,0.0010904447129641466,-0.00654266827778488,-0.002180889425928293
2018-11-12,-5.386019606568038e-05,0.00032316117639408226,0.00010772039213136075
2018-11-13,-0.0007724561768862788,0.004634737061317673,0.0015449123537725575
2018-11-14,0.0007692478230882371,-0.004615486938529423,-0.0015384956461764743
2018-11-15,2.4641307440416888e-05,-0.00014784784464250134,-4.9282614880833776e-05
2018-11-16,-0.0008115291663969663,0.004869174998381798,0.0016230583327939325
2018-11-19,0.0001082478781999352,-0.0006494872691996112,-0.0002164957563998704
2018-11-20,0.0005315296905630632,-0.0031891781433783795,-0.0010630593811261264
2018-11-21,-0.0013404234233633143,0.006542540540179886,0.0021808468467266287
2018-11-22,0.0006718971333249946,0.0008062765599899935,0.0002687588533299978
2018-11-23,0.0023002169997405715,0.0027602603996886854,0.0009200867998962284
2018-11-26,0.006541702592577544,0.007850043111093052,0.002616681037031017
2018-11-27,0.00639825592285842,0.007677907107430104,0.002559302369143368
2018-11-28,-0.0017312493254094397,-0.0020774991904913276,-0.0006924997301637759
2018-11-29,-0.002691513600813905,-0.003229816320976686,-0.001076605440325562
2018-11-30,0.001689255127839684,0.0020271061534076207,0.0005090353844692069
2018-12-03,-0.0005730380737232107,-0.0006876456884678528,-0.0006876456884678528
2018-12-04,-0.01002257123678523,-0.012027085484142275,-0.012027085484142275
2018-12-05,0.00711409254860009,0.008536911058320107,0.008536911058320107
2018-12-06,0.00025078263066543227,0.0003009391567985187,0.00013427249013185205
2018-12-07,0.0041551287166681035,0.004986154460001724,0.0016620514866672411
2018-12-10,-0.006161454350829358,-0.007393745220995229,-0.002464581740331743
2018-12-11,0.007184845987883992,0.00862181518546079,0.002873938395153597
2018-12-12,-0.003029522910226688,-0.0036354274922720253,-0.001211809164090675
2018-12-13,-0.00043713385093874235,-0.0005245606211264908,-0.00017485354037549694
2018-12-14,-0.00762909388059709,-0.008854912656716507,-0.0029516375522388354
2018-12-17,0.0001515575626298097,-0.0009093453757788583,-0.0003031151252596194
2018-12-18,0.00021949800887473742,-0.0013169880532484246,-0.00043899601774947483
2018-12-19,0.00017146394243672258,-0.0010287836546203355,-0.00034292788487344517
2018-12-20,-0.0005057419398094194,0.003034451638856517,0.0010114838796188388
2018-12-21,-0.0003445949838613847,0.0005675699031683079,0.0001891899677227693
2018-12-24,0.005466875983972108,0.00656025118076653,0.0021867503935888433
2018-12-25,-0.0023831819382388415,-0.0028598183258866094,-0.0009532727752955364
2018-12-26,-0.005466325671895025,-0.006259590806274029,-0.0020865302687580094
2018-12-27,-8.468506009347749e-06,5.08110360560865e-05,1.6937012018695498e-05
2018-12-28,-0.0009629310475376312,0.004277586285225787,0.0014258620950752623
2018-12-31,0.006944885465088221,0.008333862558105865,0.0026112875193686214
2019-01-01,0.004579558370606344,0.005495470044727613,0.005495470044727613
2019-01-02,-0.009311352265677688,-0.011173622718813225,-0.011173622718813225
2019-01-03,0.00219398888017854,0.0026327866562142477,0.0026327866562142477
2019-01-04,0.008134567272281568,0.009761480726737881,0.009594814060071214
2019-01-07,0.00048507078449731383,0.0005820849413967766,0.00019402831379892552
2019-01-08,-0.002640991535903849,-0.003169189843084619,-0.0010563966143615395
2019-01-09,0.001824437282871294,0.002189324739445553,0.0007297749131485176
2019-01-10,-0.0025720891539531,-0.00308650698474372,-0.00102883566158124
2019-01-11,0.0036233600579409684,0.004348032069529162,0.0014493440231763872
2019-01-14,7.5453443979893e-05,9.054413277587159e-05,3.0181377591957194e-05
2019-01-15,0.007762675911501908,0.00931521109380229,0.003105070364600763
2019-01-16,0.002861252596201569,0.0034335031154418827,0.0011445010384806276
2019-01-17,-0.0037581576140561608,-0.004509789136867393,-0.001503263045622464
2019-01-18,0.0034350011938806086,0.00412200143265673,0.0013740004775522432
2019-01-21,0.0052486800565873515,0.006298416067904822,0.0020994720226349406
2019-01-22,-0.0029230016169771076,-0.003507601940372529,-0.001169200646790843
2019-01-23,-0.0021549610958090477,-0.002585953314970857,-0.0008619844383236189
2019-01-24,-0.012159619174546138,-0.014591543009455366,-0.004863847669818455
2019-01-25,0.005069878904206682,0.006083854685048018,0.0020279515616826727
2019-01-28,-0.0030267889716759553,-0.003632146766011146,-0.001210715588670382
2019-01-29,-0.011447027368335158,-0.013436432842002188,-0.0044788109473340625
2019-01-30,0.0018657983525240764,-0.01119479011514446,-0.003731596705048153
2019-01-31,0.00021209231176660032,-0.001272553870599602,-0.0005908512901998673
2019-02-01,-0.0008575977677670044,0.005145586606602026,0.005145586606602026
2019-02-04,6.729281913423849e-05,-0.00040375691480543097,-0.00040375691480543097
2019-02-05,-0.0005420143100496322,0.003252085860297793,0.003252085860297793
2019-02-06,0.0011560312098431076,-0.006936187259058646,-0.0071028539257253125
2019-02-07,0.0014118821280778384,-0.008471292768467031,-0.002823764256155677
2019-02-08,-0.0009945859418647265,0.00596751565118836,0.001989171883729453
2019-02-11,-0.0005642246828172677,0.0033853480969036065,0.0011284493656345354
2019-02-12,3.8844968978287335e-06,-2.3306981386972403e-05,-7.768993795657467e-06
2019-02-13,-0.0014302351309394092,0.008581410785636456,0.0028604702618788185
2019-02-14,0.0009952981977708144,-0.005971789186624887,-0.001990596395541629
2019-02-15,0.00042503422427706916,-0.002550205345662415,-0.0008500684485541383
2019-02-18,-0.0011489169512611808,0.006893501707567085,0.0022978339025223615
2019-02-19,-0.0022947947275200054,0.01226876836512003,0.00408958945504001
2019-02-20,0.0001915160003903201,0.0002298192004683841,7.660640015612803e-05
2019-02-21,0.009346517239511206,0.011215820687413447,0.003738606895804482
2019-02-22,-0.003106130313952349,-0.0037273563767428186,-0.0012424521255809395
2019-02-25,0.0019364643231832106,0.0023237571878198526,0.0007745857292732842
2019-02-26,-0.0007949517707633396,-0.0009539421249160074,-0.00031798070830533576
2019-02-27,-0.00837192824394396,-0.01004631389273275,-0.003348771297577583
2019-02-28,0.0015460474294052655,0.0018552569152863185,0.0004517523050954395
2019-03-01,0.0052307886547364735,0.006276946385683768,0.006276946385683768
2019-03-04,-0.0006567615655596326,-0.0007881138786715591,-0.0007881138786715591
2019-03-05,-0.00023573188655058125,-0.0002828782638606975,-0.0002828782638606975
2019-03-06,0.007762274159663074,0.009314728991595689,0.009148062324929021
2019-03-07,-0.006571082264389683,-0.00788529871726762,-0.002628432905755873
2019-03-08,-0.008140435815478641,-0.009468522978574367,-0.0031561743261914557
2019-03-11,0.0006766139418760975,-0.004059683651256585,-0.001353227883752195
2019-03-12,0.0012575889435587073,-0.007545533661352244,-0.0025151778871174146
2019-03-13,-0.0015010046417841538,0.009006027850704923,0.0030020092835683077
2019-03-14,-0.00036546225130344257,0.0021927735078206556,0.0007309245026068851
2019-03-15,0.0009020168732917129,-0.005412101239750278,-0.0018040337465834257
2019-03-18,0.0006340943319861995,-0.003804565991917197,-0.001268188663972399
2019-03-19,-0.003438129004476681,0.019128774026860085,0.006376258008953362
2019-03-20,-0.0031468775034076044,-0.003776253004089125,-0.0012587510013630416
2019-03-21,-0.003962835063033993,-0.004755402075640791,-0.001585134025213597
2019-03-22,0.0017980322161759155,0.0021576386594110986,0.0007192128864703662
2019-03-25,0.003618657383075615,0.004342388859690738,0.0014474629532302459
2019-03-26,0.0013487883351090413,0.0016185460021308495,0.0005395153340436165
2019-03-27,-0.004748623435995858,-0.0056983481231950295,-0.0018994493743983432
2019-03-28,-0.006338179435647842,-0.007305815322777409,-0.002435271774259136
2019-03-29,-0.0006777266283306733,0.00406635976998404,0.00118878658999468
2019-04-01,2.9534133364012005e-05,-0.00017720480018407203,-0.00017720480018407203
2019-04-02,0.0017308250241271361,-0.010384950144762817,-0.010384950144762817
2019-04-03,-0.001307908682926906,0.007847452097561436,0.007847452097561436
2019-04-04,-0.0009236543005431844,0.0052419258032591065,0.005208592469925773
2019-04-05,-0.0011577239619757485,-0.0013892687543708981,-0.0004630895847902994
2019-04-08,-0.001512014496498191,-0.001514417395797829,-0.0005048057985992763
2019-04-09,-0.0005303854112412204,0.0016823124674473222,0.0005607708224824407
2019-04-10,-0.0038101697664953047,-0.004272203719794365,-0.0014240679065981217
2019-04-11,0.0014192800244465877,-0.008515680146679527,-0.0028385600488931755
2019-04-12,-0.0003794220566935569,0.0022765323401613413,0.0007588441133871138
2019-04-15,0.00151588679201294,-0.00909532075207764,-0.00303177358402588
2019-04-16,-0.00045368455082550607,0.0027221073049530364,0.0009073691016510121
2019-04-17,0.0015181426044926967,-0.00910885562695618,-0.0030362852089853933
2019-04-18,7.827321627062085e-05,-0.00046963929762372514,-0.0001565464325412417
2019-04-19,0.00011769838762677268,-0.0007061903257606361,-0.00023539677525354535
2019-04-22,-0.001983588032458239,0.011901528194749433,0.003967176064916478
2019-04-23,0.0011163700976324167,-0.006698220585794501,-0.0022327401952648334
2019-04-24,0.0014902060111208573,-0.008941236066725144,-0.0029804120222417145
2019-04-25,0.0006681656707057022,-0.004008994024234214,-0.0013363313414114044
2019-04-26,0.0011797791872865855,-0.007078675123719513,-0.002359558374573171
2019-04-29,0.0006075173855509078,-0.0036451043133054473,-0.0012150347711018157
2019-04-30,-0.0004864486864419315,0.002918692118651589,0.0008062307062171963
2019-05-01,-0.0008699854348970988,0.005219912609382593,0.005219912609382593
2019-05-02,-0.0018472000047324855,0.011083200028394913,0.011083200028394913
2019-05-03,0.0007653606881098951,-0.004592164128659371,-0.004592164128659371
2019-05-06,-0.002988195430477834,0.017629172582867003,0.01759583924953367
2019-05-07,0.011026034990932559,0.013231241989119069,0.0044104139963730225
2019-05-08,-0.0009555062318453619,-0.0011466074782144342,-0.0003822024927381447
2019-05-09,-0.012337237154222164,-0.014504684585066596,-0.004834894861688865
2019-05-10,6.0849437963204446e-05,-0.0003650966277792267,-0.00012169887592640889
2019-05-13,-0.00010778630454625718,0.0006467178272775431,0.00021557260909251436
2019-05-14,0.002425682281465243,-0.014554093688791458,-0.004851364562930486
2019-05-15,-0.000109222694139266,0.000655336164835596,0.000218445388278532
2019-05-16,0.00018745596291633304,-0.0011247357774979982,-0.0003749119258326661
2019-05-17,0.0008179795494497414,-0.0049078772966984485,-0.0016359590988994828
2019-05-20,-0.0007110312115959545,0.0042661872695757275,0.001422062423191909
2019-05-21,-0.0011258312456876214,0.006754987474125729,0.0022516624913752428
2019-05-22,0.0004960430897172259,-0.0029762585383033557,-0.0009920861794344518
2019-05-23,-0.000278233191551754,0.0016693991493105242,0.000556466383103508
2019-05-24,0.0006774227663605599,-0.00406453659816336,-0.0013548455327211197
2019-05-27,0.0008189387934108653,-0.004913632760465192,-0.0016378775868217306
2019-05-28,-0.00011536789883487275,0.0006922073930092365,0.0002307357976697455
2019-05-29,-0.0005983445588962725,0.003590067353377635,0.001196689117792545
2019-05-30,0.0005790461290147245,-0.0034742767740883473,-0.001158092258029449
2019-05-31,0.002335620123810648,-0.014013720742863889,-0.0048379069142879625
2019-06-03,-0.0006664174647166288,0.003998504788299773,0.003998504788299773
2019-06-04,0.0016832061057815335,-0.010099236634689202,-0.010099236634689202
2019-06-05,-0.00016148811044388217,0.0009689286626632931,0.0009689286626632931
2019-06-06,-0.001979591935249029,0.011877551611494175,0.011710884944827507
2019-06-07,-1.0935376684858184e-05,6.561226010914911e-05,2.187075336971637e-05
2019-06-10,0.001250255463498745,-0.00750153278099247,-0.00250051092699749
2019-06-11,0.0015393815670065127,-0.009236289402039077,-0.0030787631340130255
2019-06-12,-0.0013073150888793608,0.007843890533276165,0.0026146301777587215
2019-06-13,-1.0806497150017691e-05,6.483898290010615e-05,2.1612994300035382e-05
2019-06-14,-0.0006161500454829697,0.0036969002728978184,0.0012323000909659394
2019-06-17,-0.00103908511590071,0.006234510695404261,0.00207817023180142
